ELSI Export

National Center for Education Statistics - http://nces.ed.gov/ccd/elsi/

This is a Public School based table with the following filters applied: State(s) (All Years): TEXAS

School Name,State Name [Public School] Latest available year,School ID - NCES Assigned [Public School] Latest available year,County Number [Public School] 2017-18,County Name [Public School] 2017-18,School Type [Public School] 2017-18,School-wide Title I [Public School] 2017-18,Title I Eligible School [Public School] 2017-18,Title I School Status [Public School] 2017-18,State School ID [Public School] 2017-18,State Agency ID [Public School] 2017-18,Virtual School Status (SY 2016-17 onward) [Public School] 2017-18,National School Lunch Program [Public School] 2017-18,Total Students All Grades (Excludes AE) [Public School] 2017-18,Free Lunch Eligible [Public School] 2017-18,Reduced-price Lunch Eligible Students [Public School] 2017-18,Free and Reduced Lunch Students [Public School] 2017-18,Grades 1-8 Students [Public School] 2017-18,Grades 9-12 Students [Public School] 2017-18,Prekindergarten Students [Public School] 2017-18,Kindergarten Students [Public School] 2017-18,Grade 1 Students [Public School] 2017-18,Grade 2 Students [Public School] 2017-18,Grade 3 Students [Public School] 2017-18,Grade 4 Students [Public School] 2017-18,Grade 5 Students [Public School] 2017-18,Grade 6 Students [Public School] 2017-18,Grade 7 Students [Public School] 2017-18,Grade 8 Students [Public School] 2017-18,Grade 9 Students [Public School] 2017-18,Grade 10 Students [Public School] 2017-18,Grade 11 Students [Public School] 2017-18,Grade 12 Students [Public School] 2017-18,Male Students [Public School] 2017-18,Female Students [Public School] 2017-18,American Indian/Alaska Native Students [Public School] 2017-18,Asian or Asian/Pacific Islander Students [Public School] 2017-18,Hispanic Students [Public School] 2017-18,Black or African American Students [Public School] 2017-18,White Students [Public School] 2017-18,Nat. Hawaiian or Other Pacific Isl. Students [Public School] 2017-18,Two or More Races Students [Public School] 2017-18,Total Race/Ethnicity [Public School] 2017-18,Full-Time Equivalent (FTE) Teachers [Public School] 2017-18
MITTELSTADT EL,Texas,482574021317,48201,Harris County,1-Regular school,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,TX-101915-101915116,TX-101915,NOTVIRTUAL,Yes participating without using any Provision or the CEO,865,395,32,427,688,†,50,127,139,134,139,144,132,†,†,†,†,†,†,†,448,417,2,93,236,249,242,4,39,865,53.44
MITZI BOND EL,Texas,481830005708,48141,El Paso County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-071902-071902160,TX-071902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,620,224,45,269,463,†,66,91,88,86,93,92,104,†,†,†,†,†,†,†,322,298,="0",8,487,8,107,1,9,620,39.57
MOCKINGBIRD EL,Texas,481521021215,48113,Dallas County,1-Regular school,†,2-No,6-Not a Title I school,TX-057922-057922105,TX-057922,NOTVIRTUAL,Yes participating without using any Provision or the CEO,515,29,14,43,449,†,†,66,90,78,95,92,94,†,†,†,†,†,†,†,244,271,="0",242,47,20,183,="0",23,515,31.96
MOCKINGBIRD EL,Texas,481623001365,48113,Dallas County,1-Regular school,†,2-No,6-Not a Title I school,TX-057905-057905162,TX-057905,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),651,120,3,123,529,†,†,122,116,121,114,91,87,†,†,†,†,†,†,†,335,316,="0",33,160,43,385,1,29,651,41.00
MOE AND GENE JOHNSON H S,TEXAS,480001013567,48209,Hays County,1-Regular school,†,†,†,TX-105906-105906006,TX-105906,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,="0",†
MOHAWK EL,Texas,483702004141,48113,Dallas County,1-Regular school,†,2-No,6-Not a Title I school,TX-057916-057916108,TX-057916,NOTVIRTUAL,Yes participating without using any Provision or the CEO,455,21,5,26,386,†,1,68,64,66,67,61,71,57,†,†,†,†,†,†,236,219,3,19,33,7,383,="0",10,455,28.82
MOISES E MOLINA H S,Texas,481623007565,48113,Dallas County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-057905-057905005,TX-057905,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),2221,2033,91,2124,†,2221,†,†,†,†,†,†,†,†,†,†,593,570,540,518,1119,1102,2,6,2124,69,16,="0",4,2221,132.51
MOISES VELA MIDDLE,Texas,482253010475,48061,Cameron County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-031903-031903045,TX-031903,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),857,603,="0",603,857,†,†,†,†,†,†,†,†,282,276,299,†,†,†,†,453,404,1,2,779,="0",72,1,2,857,51.37
MONAHANS ED CTR,Texas,483117007746,48475,Ward County,4-Alternative/other school,1-Yes,1-Yes,5-Title I schoolwide school,TX-238902-238902002,TX-238902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,23,13,1,14,†,23,†,†,†,†,†,†,†,†,†,†,1,5,8,9,14,9,="0",="0",11,1,11,="0",="0",23,2.19
MONAHANS H S,Texas,483117003505,48475,Ward County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-238902-238902001,TX-238902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,602,207,31,238,†,602,†,†,†,†,†,†,†,†,†,†,159,162,139,142,314,288,2,6,383,31,178,="0",2,602,45.19
MONDAY EL,Texas,482520005754,48257,Kaufman County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-129903-129903103,TX-129903,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),512,355,12,367,512,†,†,†,243,269,†,†,†,†,†,†,†,†,†,†,254,258,2,1,257,23,215,="0",14,512,35.00
MONNIE MEYER WYLIE PRI,Texas,482297002327,48401,Rusk County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-201902-201902107,TX-201902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,400,302,17,319,†,†,152,248,†,†,†,†,†,†,†,†,†,†,†,†,206,194,1,2,145,94,140,1,17,400,25.50
MONNIG MIDDLE,Texas,481970001885,48439,Tarrant County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-220905-220905053,TX-220905,NOTVIRTUAL,Yes participating without using any Provision or the CEO,665,393,44,437,665,†,†,†,†,†,†,†,†,206,245,214,†,†,†,†,321,344,2,2,251,233,160,1,16,665,44.76
MONTA JANE AKIN EL,TEXAS,482703013585,48491,Williamson County,1-Regular school,†,2-No,6-Not a Title I school,TX-246913-246913126,TX-246913,NOTVIRTUAL,Yes participating without using any Provision or the CEO,761,36,11,47,644,†,8,109,136,131,125,132,120,†,†,†,†,†,†,†,390,371,5,117,156,14,431,="0",38,761,44.66
MONTAGUE EL,Texas,483120003510,48337,Montague County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-169908-169908101,TX-169908,NOTVIRTUAL,Yes under Provision 2,160,52,18,70,120,†,18,22,16,16,17,23,13,16,12,7,†,†,†,†,61,99,="0",="0",10,="0",146,="0",4,160,10.92
MONTAGUE VILLAGE EL,Texas,482566007786,48099,Coryell County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-014906-014906128,TX-014906,NOTVIRTUAL,Yes participating without using any Provision or the CEO,605,168,180,348,369,†,151,85,89,71,80,68,61,†,†,†,†,†,†,†,300,305,6,5,192,91,253,11,47,605,47.09
MONTANA VISTA EL,TEXAS,481443016990,48141,El Paso County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-071901-071901104,TX-071901,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),668,629,="0",629,508,†,86,74,85,96,108,103,116,†,†,†,†,†,†,†,349,319,6,2,632,2,25,="0",1,668,37.68
MONTCLAIR EL,Texas,482034002035,48113,Dallas County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-057909-057909121,TX-057909,NOTVIRTUAL,Yes participating without using any Provision or the CEO,551,364,64,428,438,†,42,71,78,91,105,85,79,†,†,†,†,†,†,†,291,260,25,9,366,66,69,1,15,551,32.28
MONTCLAIR EL,Texas,481527001074,48355,Nueces County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-178904-178904125,TX-178904,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),336,245,="0",245,281,†,1,54,61,57,60,48,55,†,†,†,†,†,†,†,159,177,1,3,251,4,77,="0",="0",336,24.39
MONTE ALTO EL,Texas,483123003511,48215,Hidalgo County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-108915-108915101,TX-108915,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),510,457,="0",457,380,†,74,56,63,74,72,84,87,†,†,†,†,†,†,†,277,233,="0",="0",503,="0",7,="0",="0",510,29.50
MONTE ALTO H S,Texas,483123012311,48215,Hidalgo County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-108915-108915001,TX-108915,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),272,253,="0",253,†,272,†,†,†,†,†,†,†,†,†,†,77,55,69,71,138,134,="0",="0",270,="0",2,="0",="0",272,21.93
MONTE CRISTO EL,Texas,481818021040,48215,Hidalgo County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-108904-108904115,TX-108904,NOTVIRTUAL,No,732,691,="0",691,547,†,78,107,109,102,113,114,109,†,†,†,†,†,†,†,351,381,="0",="0",723,="0",6,1,2,732,40.47
MONTEREY H S,Texas,482850010892,48303,Lubbock County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-152901-152901023,TX-152901,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),2120,1296,30,1326,†,2120,†,†,†,†,†,†,†,†,†,†,608,558,482,472,1090,1030,8,19,1247,279,532,="0",35,2120,138.85
MONTGOMERY CO J J A E P,Texas,483126008882,48339,Montgomery County,4-Alternative/other school,†,2-No,6-Not a Title I school,TX-170903-170903003,TX-170903,NOTVIRTUAL,Yes participating without using any Provision or the CEO,6,‡,‡,‡,†,6,†,†,†,†,†,†,†,†,†,†,2,2,1,1,1,5,="0",="0",="0",="0",6,="0",="0",6,–
MONTGOMERY EL,Texas,483126003512,48339,Montgomery County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-170903-170903103,TX-170903,NOTVIRTUAL,Yes participating without using any Provision or the CEO,877,273,52,325,701,†,40,136,125,125,147,141,163,†,†,†,†,†,†,†,420,457,2,5,177,58,600,1,34,877,56.46
MONTGOMERY EL,Texas,482364002539,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101912-101912207,TX-101912,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),599,511,42,553,471,†,43,85,94,79,98,91,109,†,†,†,†,†,†,†,347,252,="0",1,340,251,4,="0",3,599,39.45
MONTGOMERY EL,Texas,483294003648,48029,Bexar County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-015910-015910122,TX-015910,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),504,454,="0",454,367,†,74,63,71,70,81,76,69,†,†,†,†,†,†,†,282,222,1,7,278,142,58,="0",18,504,43.65
MONTGOMERY H S,Texas,483126003513,48339,Montgomery County,1-Regular school,†,2-No,6-Not a Title I school,TX-170903-170903002,TX-170903,NOTVIRTUAL,Yes participating without using any Provision or the CEO,2653,432,89,521,†,2653,†,†,†,†,†,†,†,†,†,†,720,700,605,628,1347,1306,21,38,369,79,2088,4,54,2653,164.90
MONTGOMERY J H,Texas,483126003514,48339,Montgomery County,1-Regular school,2-No,1-Yes,1-Title I targeted assistance eligible school-No program,TX-170903-170903042,TX-170903,NOTVIRTUAL,Yes participating without using any Provision or the CEO,1143,223,46,269,1143,†,†,†,†,†,†,†,†,363,391,389,†,†,†,†,551,592,6,6,151,49,902,1,28,1143,66.13
MONTWOOD H S,Texas,484071006914,48141,El Paso County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-071909-071909002,TX-071909,NOTVIRTUAL,Yes participating without using any Provision or the CEO,2656,1306,326,1632,†,2656,†,†,†,†,†,†,†,†,†,†,764,655,643,594,1389,1267,2,16,2531,26,74,3,4,2656,140.03
MONTWOOD MIDDLE,Texas,484071007597,48141,El Paso County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-071909-071909045,TX-071909,NOTVIRTUAL,Yes participating without using any Provision or the CEO,710,437,98,535,710,="0",†,†,†,†,†,†,†,250,239,221,="0",†,†,†,378,332,="0",11,672,8,14,1,4,710,39.80
MOODY EARLY CHILDHOOD CENTER,TEXAS,482028013439,48167,Galveston County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-084902-084902117,TX-084902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,154,136,6,142,†,†,154,†,†,†,†,†,†,†,†,†,†,†,†,†,84,70,="0",2,67,54,24,="0",7,154,9.00
MOODY EL,Texas,483129003515,48309,McLennan County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-161910-161910101,TX-161910,NOTVIRTUAL,Yes participating without using any Provision or the CEO,229,126,26,152,183,†,1,45,49,40,52,42,†,†,†,†,†,†,†,†,110,119,="0",="0",71,11,133,="0",14,229,20.46
MOODY H S,Texas,483129003516,48309,McLennan County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-161910-161910001,TX-161910,NOTVIRTUAL,Yes participating without using any Provision or the CEO,199,91,15,106,†,199,†,†,†,†,†,†,†,†,†,†,41,58,51,49,112,87,1,="0",53,15,118,="0",12,199,21.71
MOODY H S,Texas,481527001075,48355,Nueces County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-178904-178904004,TX-178904,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),1614,1458,="0",1458,†,1614,†,†,†,†,†,†,†,†,†,†,471,419,378,346,836,778,3,6,1507,48,43,="0",7,1614,94.31
MOODY MIDDLE,Texas,483129021424,48309,McLennan County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-161910-161910041,TX-161910,NOTVIRTUAL,Yes participating without using any Provision or the CEO,221,121,33,154,221,†,†,†,†,†,†,†,61,54,54,52,†,†,†,†,118,103,1,="0",74,12,132,="0",2,221,16.38
MOODY PRE-K,Texas,483129007037,48309,McLennan County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-161910-161910102,TX-161910,NOTVIRTUAL,Yes participating without using any Provision or the CEO,48,19,8,27,†,†,48,†,†,†,†,†,†,†,†,†,†,†,†,†,25,23,="0",="0",9,1,36,="0",2,48,3.08
MOONEYHAM EL,Texas,482001011563,48085,Collin County,1-Regular school,†,2-No,6-Not a Title I school,TX-043905-043905124,TX-043905,NOTVIRTUAL,Yes participating without using any Provision or the CEO,826,30,24,54,696,†,†,130,143,134,151,132,136,†,†,†,†,†,†,†,415,411,4,337,78,89,280,1,37,826,47.44
MOORE EL,Texas,481527006529,48355,Nueces County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-178904-178904148,TX-178904,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),587,517,="0",517,457,†,47,83,104,80,95,101,77,†,†,†,†,†,†,†,307,280,1,13,475,40,55,="0",3,587,35.79
MOORE EL,Texas,480870021052,48439,Tarrant County,1-Regular school,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,TX-220901-220901144,TX-220901,NOTVIRTUAL,Yes participating without using any Provision or the CEO,880,259,52,311,721,†,55,104,100,111,118,138,119,135,†,†,†,†,†,†,417,463,3,29,214,115,476,1,42,880,51.40
MOORE EL,Texas,481611005438,48201,Harris County,1-Regular school,2-No,1-Yes,1-Title I targeted assistance eligible school-No program,TX-101907-101907115,TX-101907,NOTVIRTUAL,Yes participating without using any Provision or the CEO,838,251,44,295,670,†,35,133,117,134,137,150,132,†,†,†,†,†,†,†,418,420,3,136,199,137,341,2,20,838,50.50
MOORE EL,Texas,483432005568,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101917-101917129,TX-101917,NOTVIRTUAL,Yes participating without using any Provision or the CEO,466,245,34,279,354,†,45,67,84,82,85,103,†,†,†,†,†,†,†,†,256,210,1,83,293,43,30,="0",16,466,36.26
MOORE M H EL,Texas,481970001887,48439,Tarrant County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-220905-220905146,TX-220905,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),564,488,43,531,426,†,68,70,80,94,90,84,78,†,†,†,†,†,†,†,289,275,="0",="0",531,12,19,="0",2,564,33.48
MOORE MST MAGNET SCHOOL,Texas,484347004942,48423,Smith County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-212905-212905045,TX-212905,NOTVIRTUAL,Yes participating without using any Provision or the CEO,849,513,91,604,849,†,†,†,†,†,†,†,†,292,269,288,†,†,†,†,465,384,="0",12,440,220,164,="0",13,849,55.93
MOORHEAD J H,Texas,481500007076,48339,Montgomery County,1-Regular school,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,TX-170902-170902051,TX-170902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,1102,723,86,809,1102,†,†,†,†,†,†,†,†,†,562,540,†,†,†,†,556,546,2,3,614,18,452,1,12,1102,80.96
MORA EL,Texas,483312013050,48029,Bexar County,1-Regular school,†,†,†,TX-015915-015915224,TX-015915,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,="0",†
MORALES ELEMENTARY,Texas,483432001447,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101917-101917133,TX-101917,NOTVIRTUAL,Yes participating without using any Provision or the CEO,519,409,31,440,392,†,51,76,95,91,98,108,†,†,†,†,†,†,†,†,265,254,="0",1,495,2,19,="0",2,519,37.03
MORALES J H,Texas,484372021533,48463,Uvalde County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-232903-232903044,TX-232903,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),668,494,="0",494,668,†,†,†,†,†,†,†,†,†,330,338,†,†,†,†,351,317,3,4,613,1,44,="0",3,668,54.76
MORAN SCHOOL,Texas,483132003518,48417,Shackelford County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-209902-209902001,TX-209902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,129,84,10,94,69,43,10,7,11,6,4,10,10,12,7,9,8,11,13,11,71,58,1,="0",12,="0",113,1,2,129,17.50
MOREHEAD MIDDLE,Texas,481830001673,48141,El Paso County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-071902-071902046,TX-071902,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),640,498,19,517,640,†,†,†,†,†,†,†,†,209,204,227,†,†,†,†,334,306,1,8,573,13,38,="0",7,640,43.99
MORENO EL,Texas,481830008209,48141,El Paso County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-071902-071902167,TX-071902,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),488,442,7,449,365,†,49,74,65,83,70,69,78,†,†,†,†,†,†,†,253,235,="0",1,473,4,6,="0",4,488,35.11
MORENO EL,Texas,482364010749,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101912-101912359,TX-101912,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),755,625,65,690,642,†,2,111,103,145,132,145,117,†,†,†,†,†,†,†,385,370,4,3,729,13,5,="0",1,755,41.85
MORENO J H,Texas,480972000441,48025,Bee County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-013901-013901041,TX-013901,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),462,324,="0",324,462,†,†,†,†,†,†,†,†,†,240,222,†,†,†,†,237,225,="0",2,389,14,56,="0",1,462,33.99
MORGAN EL MAGNET SCHOOL,Texas,482028002001,48167,Galveston County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-084902-084902104,TX-084902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,546,473,18,491,414,†,61,71,110,94,88,122,†,†,†,†,†,†,†,†,269,277,1,5,290,174,68,1,7,546,35.25
MORGAN MILL EL,Texas,483141003521,48143,Erath County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-072910-072910101,TX-072910,NOTVIRTUAL,Yes participating without using any Provision or the CEO,124,44,4,48,101,†,11,12,10,13,12,9,20,16,10,11,†,†,†,†,57,67,="0",="0",18,="0",104,="0",2,124,12.27
MORGAN SCHOOL,Texas,483138003520,48035,Bosque County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-018903-018903001,TX-018903,NOTVIRTUAL,Yes participating without using any Provision or the CEO,133,94,8,102,66,45,12,10,8,8,4,7,7,10,11,11,15,5,11,14,78,55,1,="0",82,1,41,="0",8,133,13.02
MORNINGSIDE EL,Texas,481473011910,48091,Comal County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-046902-046902117,TX-046902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,725,422,58,480,561,†,62,102,104,106,138,109,104,†,†,†,†,†,†,†,374,351,="0",5,454,22,208,="0",36,725,47.00
MORNINGSIDE EL,Texas,481761001519,48341,Moore County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-171901-171901102,TX-171901,NOTVIRTUAL,Yes participating without using any Provision or the CEO,397,217,31,248,283,†,45,69,75,76,73,59,†,†,†,†,†,†,†,†,207,190,5,49,247,13,78,="0",5,397,34.99
MORNINGSIDE EL,Texas,481168006225,48061,Cameron County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-031901-031901129,TX-031901,NOTVIRTUAL,Yes under Provision 2,660,642,="0",642,461,†,100,99,81,93,89,109,89,†,†,†,†,†,†,†,325,335,="0",="0",642,4,14,="0",="0",660,37.77
MORNINGSIDE EL,Texas,481970001888,48439,Tarrant County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-220905-220905147,TX-220905,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),620,500,24,524,441,†,98,81,70,83,107,88,93,†,†,†,†,†,†,†,322,298,2,="0",279,286,40,1,12,620,42.45
MORNINGSIDE EL,Texas,482730003752,48121,Denton County,1-Regular school,†,2-No,6-Not a Title I school,TX-061902-061902121,TX-061902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,383,60,14,74,317,†,†,66,59,60,66,59,73,†,†,†,†,†,†,†,199,184,2,72,65,31,194,1,18,383,32.47
MORNINGSIDE MIDDLE,Texas,481970001889,48439,Tarrant County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-220905-220905054,TX-220905,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),689,618,27,645,689,†,†,†,†,†,†,†,†,251,241,197,†,†,†,†,370,319,1,8,299,356,18,="0",7,689,49.78
MORRILL EL,Texas,482247002264,48029,Bexar County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-015904-015904109,TX-015904,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),445,399,="0",399,340,†,48,57,67,62,74,61,76,†,†,†,†,†,†,†,234,211,="0",="0",434,3,8,="0",="0",445,28.41
MORRIS MIDDLE,Texas,482967006142,48215,Hidalgo County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-108906-108906045,TX-108906,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),959,492,="0",492,959,†,†,†,†,†,†,†,†,325,267,367,†,†,†,†,490,469,3,21,842,6,80,="0",7,959,68.32
